# DARK.CC
# !Name!!Type!!Hash!!Size!!Description
,,,,0x2A0C,,64377,,Save Game Block 1
,,,,0x2A1C,,64377,,Save Game Block 2
,,,,0x2A2C,,64377,,Save Game Block 3
,,,,0x2A3C,,64377,,Save Game Block 4
,,,,0x284C,,64377,,Save Game Block 5
,,,,0x2A5C,,64379,,Save Game Block 6
SPELLS.XEN,,,,0x64B2,,937,,
MAE.XEN,,,,0x3348,,1093,,
TITLE2.INT,,,,0x0D75,,46331,,
TITLE2A.INT,,,,0x078A,,2262,,
TITLE2B.INT,,,,0x079A,,41044,,
TITLE2C.INT,,,,0x07AA,,44127,,
TITLE2D.INT,,,,0x07BA,,47597,,
TITLE2E.INT,,,,0x07CA,,39744,,
TITLE2F.INT,,,,0x07DA,,31204,,
TITLE2G.INT,,,,0x07EA,,4716,,
TITLE2H.INT,,,,0x07FA,,2936,,
TITLE2I.INT,,,,0x080A,,1039,,
TITLE2B.RAW,,,,0xEDC0,,64000,,
KLUDGE.INT,,,,0xCF93,,3316,,
WORLD.RAW,,,,0x6392,,64000,,
WORLD0.INT,,,,0xF359,,38605,,
WORLD1.INT,,,,0xF369,,26301,,
WORLD2.INT,,,,0xF379,,23510,,
FNT,,,,0x9D6C,,4352,,
XEENMIRR.TXT,,,,0x5E82,,1984,,
DARKMIRR.TXT,,,,0x4AFC,,1152,,
XEEN0006.TXT,,,,0x966F,,8,,
XEEN0001.TXT,,,,0x961F,,8,,
XEEN0002.TXT,,,,0x962F,,8,,
XEEN0003.TXT,,,,0x963F,,8,,
XEEN0004.TXT,,,,0x964F,,8,,
XEEN0005.TXT,,,,0x965F,,8,,
XEEN0007.TXT,,,,0x967F,,8,,
XEEN0008.TXT,,,,0x968F,,8,,
XEEN0009.TXT,,,,0x969F,,8,,
XEEN0010.TXT,,,,0xB60F,,8,,
XEEN0011.TXT,,,,0xB61F,,8,,
XEEN0012.TXT,,,,0xB62F,,8,,
XEEN0013.TXT,,,,0xB63F,,8,,
XEEN0014.TXT,,,,0xB64F,,8,,
XEEN0015.TXT,,,,0xB65F,,8,,
XEEN0016.TXT,,,,0xB66F,,8,,
XEEN0017.TXT,,,,0xB67F,,8,,
XEEN0018.TXT,,,,0xB68F,,8,,
XEEN0019.TXT,,,,0xB69F,,8,,
XEEN0020.TXT,,,,0xD60F,,8,,
XEEN0021.TXT,,,,0xD61F,,8,,
XEEN0022.TXT,,,,0xD62F,,8,,
XEEN0023.TXT,,,,0xD63F,,8,,
XEEN0024.TXT,,,,0xD64F,,8,,
XEEN0025.TXT,,,,0xD65F,,13,,
XEEN0026.TXT,,,,0xD66F,,18,,
XEEN0027.TXT,,,,0xD67F,,15,,
XEEN0028.TXT,,,,0xD68F,,8,,
XEEN0029.TXT,,,,0xD69F,,12,,
XEEN0030.TXT,,,,0xF60F,,10,,
XEEN0031.TXT,,,,0xF61F,,4,,
XEEN0032.TXT,,,,0xF62F,,11,,
XEEN0033.TXT,,,,0xF63F,,13,,
XEEN0034.TXT,,,,0xF64F,,13,,
XEEN0035.TXT,,,,0xF65F,,13,,
XEEN0036.TXT,,,,0xF66F,,13,,
XEEN0037.TXT,,,,0xF67F,,13,,
XEEN0038.TXT,,,,0xF68F,,16,,
XEEN0039.TXT,,,,0xF69F,,16,,
XEEN0040.TXT,,,,0x1610,,16,,
XEEN0041.TXT,,,,0x1620,,16,,
XEEN0042.TXT,,,,0x1630,,25,,
